-73.9224858;4.5294102;pharmacy;No hallado
-75.5560536;10.3961543;pharmacy;No hallado
-75.5610232;10.3942042;pharmacy;No hallado
-74.2064019;4.7153596;pharmacy;DroguerÄ–a Colsubsidio Funza
-75.57863;6.1842195;pharmacy;Farmacia Pasteur
-74.056567;4.7045501;pharmacy;No hallado
-74.0589016;4.7037118;pharmacy;No hallado
-74.0487795;4.6826724;pharmacy;No hallado
-74.0448734;4.6792385;pharmacy;No hallado
-75.1918908;4.4418987;pharmacy;Copifam
-74.1030136;4.7480369;pharmacy;Drogueria Cafam
-74.0914748;4.6872629;pharmacy;Farmacia
-74.0527563;4.6663166;pharmacy;FarmaTodo
-74.0688835;4.6032754;pharmacy;Drogas La Rebaja
-74.053932;4.6750368;pharmacy;Colsubsidio
-74.0531019;4.6749629;pharmacy;No hallado
-74.0749509;4.6427808;pharmacy;Locatel
-74.1094692;4.6542055;pharmacy;No hallado
-75.0656801;4.923502;pharmacy;Copidrogas
-74.049831;4.6804658;pharmacy;Farmatodo
-74.0535628;4.6865293;pharmacy;Colsubsidio Calle 100
-74.0541025;4.6865877;pharmacy;SuperPharma Calle 100
-74.0407408;4.6985954;pharmacy;No hallado
-74.1107352;4.6529061;pharmacy;Colsubsidio
-74.090649;4.6432487;pharmacy;Olimpica
-74.0894351;4.672455;pharmacy;Cruz Roja Colombiana
-74.1320446;4.6606712;pharmacy;No hallado
-74.1319696;4.6616718;pharmacy;No hallado
-74.1302424;4.6631903;pharmacy;No hallado
-74.1178347;4.6635667;pharmacy;Farmacenter
-74.6228169;4.8457642;pharmacy;DrogerÄ–a
-74.1151518;4.5125806;pharmacy;Drogas La Rebaja
-75.6065786;6.2442641;pharmacy;El Molino
-75.6060207;6.2457999;pharmacy;Donoto
-74.4652443;4.7613378;pharmacy;DroguerÄ–a Dasalud
-74.0323221;4.6959157;pharmacy;Farmatodo
-74.1199639;4.6660406;pharmacy;No hallado
-73.5199974;4.6923355;pharmacy;No hallado
-72.5044833;7.8854618;pharmacy;No hallado
-72.491716;7.9034004;pharmacy;Dropgueria
-72.5105178;7.8837171;pharmacy;Drogueria Vanessa
-74.3546547;4.8094374;pharmacy;Drogas La Rebaja
-74.3547241;4.8094911;pharmacy;DroguerÄ–a
-74.1071234;4.671394;pharmacy;Farmatodo
-74.06698;4.6498831;pharmacy;OlÄ–mpica Calle 63
-74.0547907;4.7063136;pharmacy;Drogueria Rosas
-74.0707499;4.6189746;pharmacy;Farmacenter
-74.1225958;4.7153092;pharmacy;No hallado
-75.4865036;5.0572138;pharmacy;Multidrogas
-74.0641823;4.7278997;pharmacy;Drogas la Rebaja
-74.1401972;4.7112096;pharmacy;Drogas
-74.1408929;4.7124265;pharmacy;Moderna
-75.4999987;5.065012;pharmacy;Multidrogas
-77.2803195;1.2151301;pharmacy;Superpharma
-74.1011525;4.6033382;pharmacy;Drogas La Rebaja
-73.5245285;5.6334146;pharmacy;La Exitosa
-74.1526403;4.6172859;pharmacy;Indufamiliar
-74.1507736;4.6219056;pharmacy;Superpharma
-74.0522981;4.6992548;pharmacy;Drogueria Famisol
-74.0517489;4.6987556;pharmacy;Drogueria Farmatel
-76.3000399;3.9004269;pharmacy;No hallado
-76.2987524;3.8987142;pharmacy;No hallado
-74.0719468;4.7118887;pharmacy;Drogueria Colsubsidio
-74.1016495;4.6441416;pharmacy;FARMATODO
-75.4910435;5.0582471;pharmacy;Universidad de Caldas - Servicios de Salud
-74.1302375;4.6166824;pharmacy;sfarma
-74.0606777;4.6874526;pharmacy;La Rebaja Plus
-73.9356165;4.4833637;pharmacy;Farmacia
-74.1399463;4.6301151;pharmacy;Drogas Mandalay
-74.1455146;4.6100955;pharmacy;Drogueria Carimagua
-74.1526707;4.6160307;pharmacy;Hiperdrogas
-74.0616162;4.6883928;pharmacy;Drogas La Rebaja
-74.0905236;4.6832244;pharmacy;No hallado
-74.1061555;4.707155;pharmacy;Drogas la Economia
-72.4453104;6.4100617;pharmacy;No hallado
-74.0465487;4.7550869;pharmacy;Drogas la rebaja
-74.0456188;4.6905825;pharmacy;Farmatodo
-74.1418207;4.5913627;pharmacy;Drogueria la 54
-74.0454305;4.7299319;pharmacy;Calvo
-74.0643513;4.643915;pharmacy;Drogas la Rebaja
-74.1581521;4.6392224;pharmacy;Farmaev
-74.0291031;4.6998176;pharmacy;Drogas La Rebaja
-74.0688138;4.6276739;pharmacy;Drogueria
-74.0715557;4.618468;pharmacy;Drogueria
-74.1159367;4.5030482;pharmacy;Drogueria Monteblanco
-74.9935885;4.948581;pharmacy;farmacia
-74.1571437;4.6236195;pharmacy;Total Farm
-77.2863722;1.2257806;pharmacy;La Rebaja PLUS No. 2
-74.0955483;4.6895288;pharmacy;Drogueria El Lago
-74.0650413;4.6837559;pharmacy;La Rebaja Drogueria
-74.0564879;4.6672362;pharmacy;No hallado
-74.1125572;4.5124925;pharmacy;Superdrogas Santa Librada
-74.2115438;4.7161154;pharmacy;No hallado
-74.2117007;4.7160617;pharmacy;La Milanesa
-74.2115937;4.7163096;pharmacy;No hallado
-74.0748963;4.6116599;pharmacy;No hallado
-74.0562841;4.6697066;pharmacy;No hallado
-75.186552;4.4359006;pharmacy;Drogueria Palermo
-74.1285509;4.6643043;pharmacy;Farmacenter
-74.8338042;10.9656606;pharmacy;farmacia elikey
-74.8329837;10.9651935;pharmacy;ANA MIYLE
-75.503119;10.4012852;pharmacy;Drogas la Rebaja
-75.6433057;6.1580449;pharmacy;PASTEUR LA ESTRELLA
-75.6427585;6.1579276;pharmacy;No hallado
-74.0558789;4.6685973;pharmacy;No hallado
-74.0667302;4.7224699;pharmacy;Farma center
-74.0612817;4.6643364;pharmacy;No hallado
-73.0355312;5.8339767;pharmacy;salesiano
-74.6430844;4.2035108;pharmacy;No hallado
-75.5128363;5.0452562;pharmacy;El Parque
-73.0369567;5.831994;pharmacy;No hallado
-73.0437305;5.8254214;pharmacy;drogueria colfamiliar
-74.1459967;4.6713935;pharmacy;No hallado
-74.1113477;4.6777556;pharmacy;Santa Cecilia
-74.0628542;4.6718838;pharmacy;Rexal
-74.1450972;4.6718526;pharmacy;No hallado
-74.171944;4.6251376;pharmacy;Drogas la 46
-74.1725936;4.6261188;pharmacy;Su Salud
-74.106969;4.6935911;pharmacy;La GarantÄ–a
-77.29002;1.2167409;pharmacy;Drogas La Rebaja
-73.0436582;5.8251822;pharmacy;drogueria colfamiliar
-74.0980306;4.9175776;pharmacy;FarmaYa
-73.0306465;5.8125427;pharmacy;No hallado
-73.0305553;5.8123932;pharmacy;No hallado
-72.1075871;7.0006786;pharmacy;No hallado
-73.0271291;5.8242575;pharmacy;No hallado
-73.0355799;5.8298984;pharmacy;No hallado
-73.0334296;5.8263134;pharmacy;No hallado
-74.0653867;4.6659528;pharmacy;Farmacenter
-72.5713434;8.1372563;pharmacy;No hallado
-72.9600911;8.1348317;pharmacy;No hallado
-73.0379774;5.8232974;pharmacy;No hallado
-73.0331848;5.8258199;pharmacy;No hallado
-73.0348667;5.8283833;pharmacy;No hallado
-73.117405;5.7807815;pharmacy;No hallado
-73.0342557;5.8262602;pharmacy;No hallado
-73.0336819;5.8282771;pharmacy;Drogueria de San Jose
-73.1176287;5.7770142;pharmacy;No hallado
-73.1160915;5.7726213;pharmacy;No hallado
-73.1172684;5.7815393;pharmacy;No hallado
-73.1172493;5.7807654;pharmacy;No hallado
-73.1157895;5.7783584;pharmacy;No hallado
-75.2134874;4.4359415;pharmacy;No hallado
-74.1126966;4.6689223;pharmacy;Copidrogas de la 26
-74.7900937;10.905779;pharmacy;No hallado
-74.0253223;4.9177193;pharmacy;No hallado
-74.7836105;10.9086249;pharmacy;No hallado
-74.130546;4.5650633;pharmacy;Drogueria Ultraplus
-74.1285498;4.5657156;pharmacy;Drogueria Vision Salva
-74.1292049;4.5662397;pharmacy;Drogueria Farmapime
-74.1300102;4.5670263;pharmacy;Drogueria el Halcon
-74.1320695;4.5673199;pharmacy;Drogueria SHALOM
-74.1068718;4.7548145;pharmacy;Ultra
-73.0273631;5.8242556;pharmacy;Drogueria upe
-73.0307994;5.8268976;pharmacy;No hallado
-73.0294088;5.825554;pharmacy;No hallado
-73.0303242;5.8261759;pharmacy;No hallado
-73.0352057;5.827369;pharmacy;No hallado
-74.1060199;4.6703591;pharmacy;No hallado
-74.1204622;4.666964;pharmacy;La Rebaja
-74.8846488;4.1508126;pharmacy;DroguerÄ–a Santa FÄ˜
-75.1914942;4.4465558;pharmacy;No hallado
-75.2401371;4.4348904;pharmacy;DroguerÄ–a Leidy
-75.195022;4.4373203;pharmacy;No hallado
-75.1963094;4.4370101;pharmacy;No hallado
-74.083266;4.6300869;pharmacy;Pharmastore Plus
-74.3509236;4.519344;pharmacy;Drogas Jennifer
-74.3756516;4.3437905;pharmacy;No hallado
-74.3053741;4.5426656;pharmacy;Defensa Civil
-74.0627383;4.6747372;pharmacy;No hallado
-74.0517186;4.6681516;pharmacy;Colsubsidio
-74.0544835;4.6697815;pharmacy;Cruz Verde
-74.0670511;4.6936596;pharmacy;Drogas La Rebaja
-73.2204531;8.0824526;pharmacy;No hallado
-73.3543468;8.2359757;pharmacy;Drogas La Rebaja
-74.1301561;4.6646314;pharmacy;No hallado
-74.0759186;4.6341449;pharmacy;Palermo
-73.3537728;8.2340293;pharmacy;Drogas La Rebaja
-74.2180404;4.5788728;pharmacy;super
-74.2192528;4.5782097;pharmacy;Droxi
-72.5447463;7.743114;pharmacy;No hallado
-74.0581624;4.6840973;pharmacy;Farmatodo ClÄ–nica Materno Infantil
-74.0843628;4.747124;pharmacy;No hallado
-74.0796153;4.7561843;pharmacy;Salitre de Suba
-74.1123349;4.6757509;pharmacy;El Padrecito
-74.0444525;4.4423405;pharmacy;DroguerÄ–a Oriental
-74.2897778;4.9745407;pharmacy;No hallado
-74.209701;4.5834591;pharmacy;Aldaza
-75.7549325;2.0254134;pharmacy;Drogueria Guadalupe
-75.755469;2.0257887;pharmacy;Drogueria
-75.7564561;2.0248451;pharmacy;Drogueria Laura Liceth
-75.7571856;2.0244806;pharmacy;Drogueria Yuli Paola
-75.0607564;4.921385;pharmacy;Drogas 24 Horas
-75.5729071;6.2007666;pharmacy;Farmacia Pasteur
-74.0972857;4.6923122;pharmacy;farmactiva
-74.1058535;4.7375588;pharmacy;No hallado
-74.0957878;4.6776547;pharmacy;No hallado
-73.5719157;5.877799;pharmacy;Drogas la rebaja
-73.1185567;7.1342713;pharmacy;No hallado
-74.1207275;4.6655943;pharmacy;Total pharma
-74.1225269;4.6638504;pharmacy;Eli pharma
-73.3566582;5.5457862;pharmacy;Drogas La Rebaja
-73.3616685;5.5302898;pharmacy;Drogas Tunja
-74.1641434;4.6339083;pharmacy;Droxi
